id,input_tokens,output
13267,C_03 C_07 C_11 C_15 C_19,0-5-0
13268,C_08 C_12 C_23 C_27 C_29,1-8-0
13269,C_04 C_15 C_22 C_23 C_25,1-8-3
13270,C_00 C_08 C_09 C_18 C_29,1-7-4
13271,C_12 C_14 C_15 C_21 C_29,1-9-2
13272,C_02 C_05 C_21 C_22 C_29,1-8-1
13273,C_05 C_06 C_08 C_21 C_26,1-8-3
13274,C_08 C_13 C_23 C_27 C_29,0-8-2
13275,C_02 C_04 C_22 C_28 C_29,0-8-1
13276,C_02 C_08 C_12 C_15 C_24,1-8-1
13277,C_08 C_09 C_13 C_16 C_17,1-6-2
13278,C_01 C_05 C_10 C_13 C_22,0-8-3
13279,C_00 C_20 C_21 C_28 C_29,0-8-0
13280,C_10 C_12 C_17 C_23 C_25,0-8-3
13281,C_03 C_18 C_19 C_27 C_29,0-7-3
13282,C_04 C_12 C_15 C_20 C_27,0-4-2
13283,C_07 C_15 C_24 C_26 C_27,0-3-1
13284,C_00 C_07 C_24 C_26 C_27,0-3-3
13285,C_03 C_10 C_11 C_15 C_23,0-8-1
13286,C_01 C_04 C_07 C_08 C_15,0-5-0
13287,C_03 C_05 C_11 C_18 C_21,0-8-1
13288,C_02 C_09 C_18 C_20 C_26,0-8-0
13289,C_02 C_05 C_20 C_26 C_28,0-8-3
13290,C_00 C_01 C_05 C_07 C_23,0-8-1
13291,C_04 C_12 C_17 C_22 C_24,0-7-1
13292,C_07 C_08 C_10 C_15 C_21,0-8-2
13293,C_00 C_14 C_17 C_19 C_20,1-9-4
13294,C_00 C_18 C_20 C_22 C_23,0-8-3
13295,C_03 C_18 C_22 C_23 C_28,0-8-2
13296,C_00 C_01 C_09 C_22 C_23,1-8-4
13297,C_00 C_03 C_15 C_22 C_25,1-7-3
13298,C_00 C_11 C_21 C_24 C_29,0-8-2
13299,C_09 C_19 C_22 C_23 C_29,0-8-4
13300,C_03 C_11 C_14 C_22 C_29,1-9-3
13301,C_04 C_08 C_17 C_24 C_26,1-5-3
13302,C_02 C_04 C_08 C_20 C_27,0-8-1
13303,C_01 C_02 C_18 C_25 C_27,0-8-4
13304,C_03 C_06 C_17 C_19 C_21,0-8-4
13305,C_05 C_08 C_09 C_24 C_26,1-8-2
13306,C_00 C_06 C_07 C_09 C_22,0-7-1
13307,C_02 C_06 C_23 C_26 C_28,0-8-1
13308,C_03 C_05 C_09 C_25 C_28,0-8-2
13309,C_05 C_15 C_18 C_24 C_28,1-8-0
13310,C_02 C_05 C_08 C_09 C_18,0-8-2
13311,C_03 C_23 C_24 C_27 C_29,1-8-1
13312,C_05 C_16 C_20 C_22 C_29,1-8-0
13313,C_01 C_02 C_03 C_04 C_21,1-8-3
13314,C_00 C_02 C_03 C_06 C_15,0-8-0
13315,C_02 C_07 C_17 C_19 C_26,0-8-2
13316,C_03 C_18 C_21 C_26 C_29,0-8-0
13317,C_10 C_11 C_18 C_21 C_23,0-8-4
13318,C_06 C_08 C_12 C_21 C_29,0-8-0
13319,C_00 C_01 C_09 C_25 C_29,1-5-4
13320,C_01 C_08 C_12 C_14 C_27,0-9-1
13321,C_00 C_01 C_12 C_20 C_29,0-4-2
13322,C_00 C_07 C_11 C_20 C_25,1-5-3
13323,C_04 C_08 C_10 C_17 C_21,1-8-0
13324,C_03 C_05 C_18 C_19 C_28,1-8-1
13325,C_00 C_09 C_12 C_22 C_26,0-7-1
13326,C_03 C_08 C_16 C_22 C_26,1-7-1
13327,C_01 C_20 C_22 C_23 C_29,0-8-1
13328,C_01 C_16 C_18 C_22 C_27,0-7-4
13329,C_04 C_10 C_11 C_16 C_23,1-8-2
13330,C_10 C_13 C_16 C_18 C_27,0-7-3
13331,C_01 C_02 C_03 C_04 C_17,1-8-0
13332,C_05 C_07 C_20 C_22 C_23,0-8-1
13333,C_05 C_07 C_08 C_09 C_11,0-8-3
13334,C_01 C_05 C_08 C_22 C_24,0-8-3
13335,C_04 C_06 C_15 C_18 C_22,0-7-4
13336,C_01 C_06 C_09 C_14 C_15,0-9-3
13337,C_02 C_03 C_20 C_21 C_28,0-8-2
13338,C_03 C_14 C_20 C_22 C_27,1-9-3
13339,C_07 C_11 C_19 C_21 C_29,0-8-2
13340,C_02 C_17 C_19 C_22 C_24,1-8-4
13341,C_05 C_09 C_11 C_25 C_28,1-8-4
13342,C_06 C_13 C_15 C_17 C_23,0-8-2
13343,C_05 C_08 C_12 C_27 C_28,0-8-0
13344,C_00 C_07 C_17 C_22 C_25,1-7-2
13345,C_06 C_21 C_24 C_26 C_27,0-8-4
13346,C_06 C_15 C_18 C_27 C_29,0-7-4
13347,C_04 C_07 C_10 C_18 C_29,1-7-3
13348,C_00 C_04 C_06 C_09 C_21,1-8-4
13349,C_03 C_07 C_14 C_20 C_26,0-9-4
13350,C_02 C_03 C_13 C_18 C_23,1-8-3
13351,C_01 C_07 C_15 C_17 C_22,1-7-3
13352,C_03 C_09 C_17 C_18 C_27,1-7-0
13353,C_00 C_12 C_19 C_22 C_29,0-7-1
13354,C_01 C_05 C_16 C_18 C_29,0-8-0
13355,C_03 C_04 C_13 C_19 C_24,0-6-4
13356,C_05 C_06 C_24 C_26 C_27,0-8-4
13357,C_06 C_10 C_21 C_23 C_26,1-8-4
13358,C_06 C_14 C_20 C_26 C_27,0-9-4
13359,C_00 C_01 C_08 C_23 C_28,1-8-2
13360,C_03 C_05 C_15 C_19 C_26,0-8-4
13361,C_00 C_05 C_11 C_12 C_29,0-8-4
13362,C_12 C_13 C_15 C_25 C_28,0-7-2
13363,C_00 C_01 C_19 C_21 C_29,1-8-2
13364,C_05 C_08 C_13 C_20 C_23,0-8-4
13365,C_06 C_12 C_16 C_25 C_28,1-7-0
13366,C_05 C_07 C_14 C_17 C_24,1-9-3
13367,C_00 C_13 C_15 C_26 C_29,0-6-4
13368,C_05 C_11 C_12 C_16 C_28,0-8-2
13369,C_04 C_07 C_16 C_17 C_29,0-4-1
13370,C_03 C_05 C_06 C_15 C_24,1-8-0
13371,C_08 C_14 C_16 C_22 C_27,1-9-0
13372,C_01 C_04 C_09 C_12 C_29,0-3-3
13373,C_04 C_12 C_15 C_20 C_22,1-7-2
13374,C_18 C_19 C_20 C_22 C_28,0-7-3
13375,C_04 C_05 C_14 C_22 C_25,1-9-0
13376,C_01 C_07 C_11 C_20 C_27,0-5-2
13377,C_00 C_09 C_24 C_25 C_28,0-7-4
13378,C_07 C_09 C_21 C_23 C_24,1-8-1
13379,C_01 C_02 C_10 C_21 C_29,1-8-1
13380,C_01 C_02 C_08 C_11 C_18,0-8-2
13381,C_10 C_11 C_16 C_23 C_27,0-8-4
13382,C_03 C_14 C_16 C_20 C_27,1-9-0
13383,C_03 C_11 C_20 C_22 C_24,0-7-1
13384,C_06 C_11 C_14 C_17 C_28,1-9-1
13385,C_00 C_03 C_07 C_08 C_27,0-5-3
13386,C_08 C_11 C_16 C_21 C_28,0-8-1
13387,C_02 C_14 C_18 C_19 C_23,1-9-2
13388,C_01 C_05 C_07 C_23 C_29,1-8-0
13389,C_03 C_15 C_17 C_18 C_19,0-7-2
13390,C_12 C_13 C_16 C_22 C_23,0-8-2
13391,C_04 C_15 C_20 C_28 C_29,0-7-3
13392,C_04 C_08 C_09 C_14 C_16,0-9-2
13393,C_02 C_15 C_21 C_25 C_28,1-8-0
13394,C_00 C_09 C_23 C_24 C_26,1-8-2
13395,C_02 C_10 C_11 C_18 C_27,0-8-0
13396,C_00 C_05 C_06 C_22 C_28,0-8-0
13397,C_02 C_03 C_06 C_15 C_23,1-8-4
13398,C_03 C_06 C_11 C_23 C_28,0-8-2
13399,C_08 C_12 C_13 C_24 C_25,1-6-4
13400,C_05 C_10 C_12 C_18 C_28,1-8-0
13401,C_02 C_03 C_07 C_09 C_12,1-8-1
13402,C_07 C_09 C_11 C_22 C_23,0-8-4
13403,C_02 C_07 C_23 C_24 C_29,0-8-4
13404,C_11 C_15 C_20 C_21 C_26,1-8-4
13405,C_09 C_10 C_14 C_19 C_24,0-9-0
13406,C_00 C_08 C_14 C_24 C_29,0-9-3
13407,C_09 C_11 C_13 C_23 C_27,0-8-3
13408,C_02 C_04 C_15 C_25 C_27,1-8-2
13409,C_00 C_05 C_10 C_15 C_24,1-8-2
13410,C_12 C_14 C_19 C_21 C_26,1-9-4
13411,C_02 C_07 C_22 C_23 C_27,1-8-3
13412,C_03 C_14 C_24 C_25 C_27,0-9-4
13413,C_02 C_08 C_13 C_17 C_29,0-8-1
13414,C_05 C_11 C_14 C_16 C_21,1-9-1
13415,C_03 C_04 C_11 C_12 C_21,0-8-2
13416,C_05 C_12 C_13 C_14 C_20,0-9-1
13417,C_03 C_18 C_19 C_20 C_22,0-7-2
13418,C_02 C_12 C_20 C_21 C_26,0-8-0
13419,C_05 C_12 C_19 C_21 C_29,0-8-3
13420,C_06 C_15 C_18 C_21 C_24,1-8-2
13421,C_10 C_13 C_20 C_22 C_26,1-7-2
13422,C_09 C_12 C_21 C_24 C_29,1-8-3
13423,C_00 C_07 C_15 C_21 C_23,0-8-0
13424,C_09 C_12 C_19 C_22 C_24,0-7-1
13425,C_01 C_03 C_06 C_10 C_16,0-4-2
13426,C_07 C_10 C_16 C_18 C_25,0-7-4
13427,C_00 C_03 C_08 C_10 C_15,0-5-2
13428,C_01 C_07 C_16 C_22 C_23,0-8-1
13429,C_01 C_02 C_09 C_12 C_25,1-8-4
13430,C_11 C_15 C_18 C_21 C_29,0-8-1
13431,C_04 C_05 C_06 C_17 C_20,1-8-3
13432,C_00 C_02 C_21 C_27 C_28,0-8-2
13433,C_05 C_12 C_13 C_19 C_27,0-8-4
13434,C_05 C_14 C_15 C_23 C_27,1-9-2
13435,C_06 C_11 C_12 C_15 C_19,0-5-0
13436,C_00 C_09 C_13 C_21 C_28,1-8-1
13437,C_05 C_07 C_08 C_09 C_13,0-8-1
13438,C_09 C_10 C_11 C_17 C_20,0-5-0
13439,C_00 C_02 C_09 C_20 C_28,1-8-0
13440,C_05 C_10 C_12 C_24 C_26,1-8-4
13441,C_01 C_10 C_16 C_19 C_26,1-5-2
13442,C_01 C_06 C_12 C_18 C_29,0-7-0
13443,C_02 C_24 C_25 C_26 C_29,1-8-1
13444,C_06 C_10 C_14 C_22 C_29,1-9-2
13445,C_02 C_03 C_08 C_14 C_16,1-9-4
13446,C_02 C_04 C_05 C_20 C_28,1-8-3
13447,C_01 C_03 C_06 C_14 C_25,1-9-4
13448,C_03 C_04 C_07 C_10 C_22,0-7-3
13449,C_08 C_17 C_20 C_22 C_29,0-7-4
13450,C_00 C_03 C_19 C_22 C_29,0-7-3
13451,C_05 C_08 C_09 C_14 C_29,1-9-3
13452,C_06 C_08 C_13 C_14 C_26,0-9-3
13453,C_10 C_13 C_15 C_21 C_27,1-8-2
13454,C_05 C_12 C_13 C_15 C_21,1-8-0
13455,C_03 C_06 C_10 C_17 C_24,1-3-0
13456,C_00 C_08 C_09 C_19 C_24,0-5-4
13457,C_02 C_05 C_13 C_16 C_18,1-8-3
13458,C_01 C_04 C_12 C_21 C_22,1-8-4
13459,C_00 C_07 C_08 C_10 C_14,1-9-0
13460,C_06 C_08 C_13 C_20 C_29,1-6-1
13461,C_08 C_09 C_10 C_24 C_27,1-5-1
13462,C_07 C_09 C_13 C_23 C_28,1-8-0
13463,C_08 C_13 C_18 C_20 C_24,1-7-0
13464,C_04 C_09 C_19 C_23 C_28,0-8-2
13465,C_00 C_12 C_13 C_23 C_25,0-8-4
13466,C_09 C_13 C_15 C_20 C_29,1-6-3
13467,C_01 C_12 C_14 C_26 C_28,0-9-3
13468,C_04 C_11 C_24 C_25 C_29,0-5-3
13469,C_01 C_08 C_13 C_15 C_26,0-6-4
13470,C_01 C_06 C_07 C_14 C_18,0-9-4
13471,C_01 C_06 C_14 C_22 C_26,1-9-0
13472,C_09 C_18 C_20 C_21 C_28,0-8-1
13473,C_08 C_09 C_17 C_20 C_24,0-5-3
13474,C_03 C_08 C_15 C_24 C_27,0-5-1
13475,C_09 C_17 C_20 C_26 C_28,0-7-2
13476,C_00 C_08 C_14 C_20 C_29,1-9-2
13477,C_05 C_06 C_07 C_10 C_16,0-8-3
13478,C_01 C_06 C_14 C_19 C_21,0-9-4
13479,C_13 C_14 C_16 C_22 C_29,0-9-1
13480,C_04 C_13 C_15 C_16 C_28,1-7-2
13481,C_04 C_09 C_20 C_21 C_29,1-8-0
13482,C_00 C_08 C_14 C_18 C_20,1-9-3
13483,C_04 C_06 C_18 C_19 C_27,1-7-1
13484,C_03 C_12 C_19 C_23 C_29,0-8-2
13485,C_00 C_11 C_16 C_20 C_22,0-7-2
13486,C_00 C_04 C_08 C_11 C_23,0-8-3
13487,C_05 C_08 C_09 C_24 C_27,1-8-4
13488,C_10 C_23 C_27 C_28 C_29,0-8-4
13489,C_04 C_05 C_07 C_25 C_26,0-8-2
13490,C_00 C_02 C_08 C_23 C_29,1-8-1
13491,C_09 C_10 C_20 C_26 C_27,0-4-4
13492,C_04 C_09 C_11 C_13 C_18,1-7-2
13493,C_06 C_10 C_11 C_18 C_19,0-7-2
13494,C_05 C_16 C_19 C_22 C_28,1-8-2
13495,C_04 C_07 C_15 C_23 C_28,1-8-4
13496,C_01 C_06 C_08 C_12 C_17,1-5-2
13497,C_00 C_06 C_09 C_18 C_21,0-8-0
13498,C_01 C_14 C_21 C_22 C_24,0-9-3
13499,C_09 C_11 C_13 C_21 C_28,1-8-1
13500,C_03 C_08 C_13 C_23 C_26,0-8-4
13501,C_01 C_03 C_06 C_15 C_24,1-3-0
13502,C_02 C_07 C_09 C_11 C_24,0-8-1
13503,C_01 C_06 C_08 C_19 C_25,0-5-1
13504,C_13 C_16 C_19 C_24 C_28,0-7-4
13505,C_06 C_11 C_16 C_17 C_29,0-5-4
13506,C_06 C_10 C_15 C_21 C_27,0-8-0
13507,C_03 C_06 C_12 C_14 C_20,0-9-3
13508,C_04 C_08 C_09 C_24 C_26,1-5-2
13509,C_03 C_18 C_21 C_24 C_26,0-8-0
13510,C_02 C_13 C_14 C_18 C_27,1-9-2
13511,C_08 C_10 C_19 C_23 C_25,0-8-1
13512,C_00 C_06 C_11 C_22 C_28,0-7-1
13513,C_00 C_10 C_14 C_21 C_27,0-9-1
13514,C_03 C_15 C_16 C_18 C_20,0-7-2
13515,C_08 C_11 C_12 C_15 C_16,0-5-2
13516,C_05 C_14 C_20 C_26 C_27,1-9-2
13517,C_03 C_04 C_06 C_13 C_17,0-6-2
13518,C_02 C_14 C_15 C_22 C_25,1-9-3
13519,C_00 C_02 C_03 C_18 C_22,0-8-2
13520,C_09 C_10 C_21 C_24 C_25,1-8-0
13521,C_10 C_12 C_22 C_23 C_27,1-8-3
13522,C_05 C_07 C_16 C_20 C_23,0-8-3
13523,C_01 C_04 C_05 C_14 C_17,1-9-3
13524,C_04 C_17 C_21 C_22 C_24,1-8-4
13525,C_01 C_05 C_20 C_27 C_29,0-8-1
13526,C_04 C_05 C_15 C_22 C_27,1-8-3
13527,C_01 C_09 C_14 C_16 C_27,0-9-3
13528,C_04 C_05 C_17 C_21 C_22,0-8-4
13529,C_04 C_10 C_19 C_24 C_26,0-5-3
13530,C_04 C_07 C_18 C_21 C_27,1-8-3
13531,C_05 C_14 C_16 C_17 C_24,0-9-2
13532,C_02 C_04 C_21 C_26 C_29,0-8-4
13533,C_01 C_08 C_12 C_14 C_28,0-9-4
13534,C_00 C_04 C_05 C_07 C_27,0-8-3
13535,C_02 C_07 C_09 C_21 C_24,0-8-0
13536,C_07 C_10 C_19 C_24 C_28,1-7-3
13537,C_01 C_03 C_04 C_06 C_23,1-8-1
13538,C_02 C_08 C_09 C_19 C_20,1-8-1
13539,C_04 C_07 C_14 C_16 C_18,1-9-1
13540,C_02 C_05 C_06 C_16 C_20,1-8-4
13541,C_00 C_16 C_20 C_23 C_24,0-8-4
13542,C_08 C_15 C_20 C_27 C_28,1-7-1
13543,C_15 C_20 C_21 C_25 C_26,1-8-0
13544,C_01 C_11 C_14 C_22 C_26,0-9-4
13545,C_06 C_11 C_15 C_16 C_17,1-5-3
13546,C_03 C_19 C_22 C_24 C_29,1-7-2
13547,C_01 C_08 C_12 C_26 C_29,0-5-3
13548,C_11 C_15 C_19 C_27 C_28,0-7-3
13549,C_07 C_08 C_10 C_21 C_29,1-8-3
13550,C_06 C_11 C_18 C_19 C_21,0-8-0
13551,C_11 C_12 C_18 C_19 C_27,1-7-2
13552,C_05 C_10 C_15 C_17 C_29,1-8-3
13553,C_04 C_09 C_13 C_17 C_20,0-6-1
13554,C_00 C_06 C_11 C_13 C_21,1-8-3
13555,C_01 C_08 C_09 C_23 C_24,1-8-2
13556,C_05 C_07 C_14 C_23 C_26,0-9-1
13557,C_05 C_09 C_14 C_20 C_28,0-9-1
13558,C_09 C_10 C_21 C_26 C_28,0-8-3
13559,C_07 C_12 C_17 C_21 C_23,1-8-4
13560,C_06 C_08 C_17 C_19 C_24,1-5-1
13561,C_00 C_04 C_09 C_16 C_20,0-4-0
13562,C_01 C_03 C_13 C_18 C_23,1-8-4
13563,C_19 C_23 C_24 C_27 C_29,0-8-3
13564,C_11 C_16 C_19 C_20 C_21,0-8-0
13565,C_06 C_08 C_19 C_26 C_29,0-5-4
13566,C_09 C_16 C_21 C_23 C_28,0-8-0
13567,C_03 C_07 C_08 C_11 C_28,0-7-1
13568,C_00 C_01 C_03 C_13 C_29,0-6-4
13569,C_08 C_10 C_11 C_26 C_28,1-7-4
13570,C_01 C_03 C_04 C_20 C_27,0-4-0
13571,C_07 C_13 C_14 C_15 C_17,0-9-1
13572,C_02 C_03 C_04 C_24 C_25,0-8-0
13573,C_05 C_07 C_08 C_10 C_15,0-8-2
13574,C_00 C_02 C_05 C_13 C_21,0-8-4
13575,C_00 C_09 C_13 C_16 C_21,0-8-0
13576,C_07 C_09 C_13 C_27 C_29,1-6-2
13577,C_07 C_11 C_18 C_22 C_26,1-7-4
13578,C_02 C_11 C_17 C_21 C_22,0-8-4
13579,C_04 C_08 C_13 C_16 C_21,1-8-4
13580,C_05 C_12 C_14 C_15 C_22,0-9-4
13581,C_00 C_20 C_21 C_22 C_28,1-8-2
13582,C_01 C_15 C_18 C_23 C_25,0-8-2
13583,C_09 C_12 C_16 C_17 C_19,1-5-0
13584,C_01 C_13 C_14 C_15 C_28,0-9-4
13585,C_00 C_04 C_17 C_22 C_27,1-7-2
13586,C_02 C_09 C_18 C_22 C_23,0-8-3
13587,C_09 C_19 C_24 C_26 C_29,1-5-2
13588,C_02 C_05 C_07 C_27 C_28,1-8-1
13589,C_07 C_09 C_18 C_26 C_28,0-7-2
13590,C_00 C_10 C_25 C_26 C_28,0-7-0
13591,C_01 C_21 C_22 C_26 C_29,0-8-2
13592,C_00 C_06 C_15 C_25 C_26,0-5-4
13593,C_04 C_15 C_17 C_22 C_23,1-8-3
13594,C_11 C_13 C_18 C_25 C_26,0-7-3
13595,C_09 C_11 C_24 C_27 C_28,1-7-4
13596,C_04 C_23 C_24 C_27 C_28,0-8-2
13597,C_00 C_07 C_14 C_19 C_20,0-9-2
13598,C_07 C_21 C_22 C_25 C_29,0-8-4
13599,C_01 C_02 C_06 C_12 C_17,0-8-0
13600,C_01 C_07 C_10 C_21 C_25,1-8-4
13601,C_02 C_05 C_10 C_16 C_26,1-8-0
13602,C_03 C_14 C_19 C_21 C_23,1-9-1
13603,C_00 C_01 C_05 C_25 C_26,1-8-3
13604,C_09 C_12 C_14 C_15 C_25,0-9-0
13605,C_08 C_09 C_14 C_22 C_26,1-9-0
13606,C_08 C_14 C_17 C_21 C_26,1-9-4
13607,C_00 C_12 C_13 C_18 C_24,1-7-3
13608,C_02 C_11 C_16 C_17 C_21,0-8-1
13609,C_08 C_13 C_21 C_24 C_26,1-8-0
13610,C_05 C_10 C_16 C_28 C_29,0-8-1
13611,C_05 C_08 C_14 C_19 C_27,1-9-0
13612,C_07 C_09 C_12 C_19 C_29,1-5-4
13613,C_08 C_19 C_24 C_27 C_29,0-5-4
13614,C_01 C_04 C_13 C_19 C_27,1-6-2
13615,C_02 C_07 C_26 C_27 C_29,0-8-1
13616,C_00 C_11 C_22 C_25 C_28,1-7-1
13617,C_08 C_12 C_15 C_23 C_26,0-8-2
13618,C_00 C_06 C_09 C_10 C_27,0-3-3
13619,C_00 C_01 C_23 C_26 C_27,1-8-3
13620,C_19 C_20 C_23 C_25 C_26,0-8-2
13621,C_01 C_06 C_19 C_23 C_26,1-8-3
13622,C_03 C_16 C_23 C_26 C_29,0-8-3
13623,C_00 C_03 C_04 C_10 C_22,1-7-4
13624,C_09 C_19 C_26 C_27 C_29,1-5-4
13625,C_05 C_08 C_16 C_17 C_29,0-8-2
13626,C_03 C_07 C_12 C_15 C_19,1-5-1
13627,C_00 C_05 C_07 C_18 C_20,0-8-1
13628,C_00 C_01 C_03 C_15 C_20,1-4-3
13629,C_00 C_04 C_05 C_08 C_27,0-8-4
13630,C_09 C_23 C_25 C_26 C_27,1-8-0
13631,C_04 C_07 C_11 C_12 C_18,1-7-4
13632,C_09 C_12 C_14 C_20 C_24,1-9-3
13633,C_09 C_13 C_14 C_27 C_28,1-9-3
13634,C_00 C_06 C_12 C_28 C_29,0-7-0
13635,C_05 C_08 C_20 C_26 C_29,1-8-0
13636,C_03 C_04 C_09 C_15 C_24,0-3-4
13637,C_01 C_02 C_06 C_11 C_29,0-8-2
13638,C_02 C_09 C_16 C_18 C_24,0-8-0
13639,C_03 C_09 C_14 C_26 C_28,0-9-1
13640,C_03 C_04 C_23 C_27 C_28,0-8-1
13641,C_04 C_05 C_16 C_24 C_25,1-8-1
13642,C_02 C_03 C_06 C_10 C_14,1-9-3
13643,C_02 C_09 C_11 C_24 C_28,0-8-1
13644,C_05 C_15 C_19 C_20 C_22,0-8-1
13645,C_06 C_08 C_10 C_17 C_27,1-5-4
13646,C_00 C_16 C_19 C_25 C_27,1-5-0
13647,C_05 C_06 C_17 C_20 C_26,0-8-3
13648,C_02 C_04 C_06 C_08 C_17,0-8-4
13649,C_00 C_05 C_09 C_17 C_28,1-8-4
13650,C_01 C_02 C_07 C_11 C_14,0-9-1
13651,C_00 C_04 C_15 C_19 C_20,0-5-0
13652,C_05 C_06 C_08 C_21 C_28,1-8-3
13653,C_00 C_11 C_16 C_21 C_27,1-8-3
13654,C_00 C_08 C_09 C_15 C_27,0-5-4
13655,C_03 C_08 C_09 C_24 C_26,0-5-1
13656,C_03 C_09 C_15 C_16 C_21,1-8-3
13657,C_01 C_07 C_13 C_23 C_24,1-8-4
13658,C_03 C_10 C_15 C_24 C_25,0-5-2
13659,C_15 C_18 C_20 C_27 C_28,1-7-1
13660,C_02 C_19 C_21 C_24 C_27,0-8-2
13661,C_03 C_06 C_11 C_15 C_29,1-5-1
13662,C_04 C_07 C_12 C_14 C_26,0-9-3
13663,C_09 C_13 C_14 C_24 C_25,0-9-3
13664,C_07 C_12 C_15 C_16 C_21,0-8-0
13665,C_03 C_05 C_16 C_21 C_22,1-8-0
13666,C_03 C_04 C_08 C_15 C_22,0-7-1
13667,C_09 C_13 C_16 C_19 C_27,1-6-2
13668,C_15 C_18 C_19 C_21 C_26,0-8-1
13669,C_00 C_08 C_11 C_18 C_19,0-7-0
13670,C_05 C_12 C_17 C_24 C_29,1-8-4
13671,C_00 C_01 C_04 C_07 C_28,0-7-1
13672,C_03 C_09 C_23 C_25 C_26,1-8-2
13673,C_19 C_23 C_24 C_28 C_29,0-8-1
13674,C_03 C_13 C_14 C_18 C_25,1-9-2
13675,C_03 C_17 C_18 C_19 C_25,0-7-0
13676,C_08 C_15 C_16 C_18 C_22,0-7-2
13677,C_13 C_19 C_21 C_22 C_24,1-8-2
13678,C_00 C_03 C_15 C_26 C_29,1-2-4
13679,C_08 C_12 C_13 C_18 C_28,0-7-3
13680,C_00 C_02 C_06 C_13 C_15,1-8-0
13681,C_02 C_04 C_11 C_15 C_27,1-8-1
13682,C_10 C_18 C_21 C_22 C_29,0-8-0
13683,C_00 C_05 C_06 C_07 C_19,0-8-4
13684,C_02 C_08 C_13 C_19 C_28,0-8-0
13685,C_07 C_08 C_09 C_12 C_16,1-5-3
13686,C_10 C_13 C_14 C_15 C_27,0-9-3
13687,C_04 C_07 C_12 C_23 C_26,0-8-2
13688,C_06 C_11 C_17 C_22 C_28,0-7-2
13689,C_01 C_17 C_18 C_19 C_28,0-7-4
13690,C_05 C_09 C_21 C_24 C_28,0-8-1
13691,C_02 C_12 C_14 C_17 C_20,0-9-3
13692,C_10 C_13 C_19 C_20 C_21,0-8-1
13693,C_00 C_11 C_13 C_15 C_18,1-7-1
13694,C_04 C_17 C_21 C_27 C_29,0-8-4
13695,C_00 C_01 C_05 C_14 C_17,1-9-4
13696,C_06 C_19 C_24 C_25 C_29,1-5-0
13697,C_02 C_04 C_05 C_20 C_27,1-8-0
13698,C_00 C_17 C_19 C_23 C_28,0-8-4
13699,C_06 C_10 C_20 C_23 C_28,1-8-3
13700,C_02 C_04 C_05 C_09 C_19,0-8-1
13701,C_01 C_05 C_16 C_19 C_24,1-8-0
13702,C_02 C_09 C_14 C_16 C_23,0-9-0
13703,C_01 C_09 C_11 C_22 C_27,1-7-1
13704,C_02 C_03 C_14 C_15 C_22,0-9-0
13705,C_00 C_16 C_26 C_28 C_29,1-7-0
13706,C_10 C_12 C_13 C_18 C_29,1-7-4
13707,C_12 C_13 C_21 C_22 C_28,0-8-3
13708,C_00 C_02 C_10 C_17 C_24,1-8-4
13709,C_07 C_13 C_17 C_21 C_23,0-8-1
13710,C_11 C_13 C_15 C_24 C_29,0-6-4
13711,C_19 C_20 C_22 C_25 C_27,1-7-1
13712,C_01 C_02 C_04 C_15 C_26,1-8-3
13713,C_04 C_05 C_09 C_12 C_21,1-8-3
13714,C_02 C_14 C_23 C_25 C_27,1-9-4
13715,C_05 C_07 C_23 C_25 C_28,1-8-2
13716,C_02 C_16 C_21 C_26 C_28,0-8-3
13717,C_01 C_06 C_10 C_21 C_25,1-8-1
13718,C_04 C_06 C_10 C_13 C_14,0-9-4
13719,C_06 C_11 C_14 C_17 C_20,0-9-0
13720,C_05 C_07 C_10 C_18 C_29,1-8-3
13721,C_03 C_05 C_06 C_08 C_25,1-8-4
13722,C_05 C_06 C_14 C_21 C_27,1-9-0
13723,C_08 C_15 C_16 C_24 C_25,0-5-1
13724,C_02 C_06 C_10 C_11 C_28,0-8-4
13725,C_05 C_06 C_10 C_15 C_28,0-8-3
13726,C_00 C_03 C_18 C_20 C_22,0-7-2
13727,C_04 C_15 C_16 C_18 C_20,1-7-3
13728,C_02 C_07 C_15 C_19 C_20,1-8-3
13729,C_03 C_08 C_13 C_18 C_24,0-7-0
13730,C_02 C_17 C_24 C_27 C_29,1-8-3
13731,C_04 C_12 C_14 C_21 C_22,0-9-0
13732,C_05 C_08 C_21 C_24 C_26,1-8-1
13733,C_02 C_12 C_14 C_16 C_23,1-9-1
13734,C_01 C_02 C_10 C_17 C_18,1-8-4
13735,C_01 C_04 C_09 C_17 C_25,0-5-0
13736,C_04 C_06 C_08 C_16 C_29,1-5-2
13737,C_08 C_13 C_17 C_20 C_21,1-8-1
13738,C_00 C_07 C_11 C_18 C_19,0-7-4
13739,C_00 C_09 C_19 C_25 C_27,1-5-2
13740,C_02 C_04 C_11 C_17 C_23,1-8-2
13741,C_08 C_15 C_21 C_23 C_24,1-8-0
13742,C_00 C_14 C_16 C_20 C_26,0-9-0
13743,C_05 C_18 C_21 C_23 C_24,1-8-1
13744,C_00 C_02 C_08 C_16 C_28,0-8-0
13745,C_01 C_15 C_19 C_24 C_27,0-5-2
13746,C_00 C_07 C_17 C_22 C_29,0-7-0
13747,C_01 C_05 C_13 C_15 C_22,0-8-0
13748,C_11 C_16 C_20 C_22 C_25,0-7-3
